scenario,time_s,frame_id,event,from_state,to_state,command_id
pullin_22db_fm62p5_cp0p30,1.44000000,72,SyncReady,PullIn,PullIn,72
pullin_22db_fm62p5_cp0p30,3.40000000,170,StateRequested,PullIn,Lock,171
pullin_22db_fm62p5_cp0p30,3.42000000,171,StateCommitted,PullIn,Lock,171
pullin_22db_fm62p5_cp0p30,3.42000000,171,TrackingReady,PullIn,Lock,171
pullin_22db_fm62p5_cp0p30,8.40000000,420,StateRequested,Lock,LongFast,421
pullin_22db_fm62p5_cp0p30,8.42000000,421,StateCommitted,Lock,LongFast,421
pullin_22db_fm62p5_cp0p30,11.60000000,580,StateRequested,LongFast,LongLock,581
pullin_22db_fm62p5_cp0p30,11.62000000,581,StateCommitted,LongFast,LongLock,581
pullin_22db_fm62p5_cp0p30,14.80000000,740,StateRequested,LongLock,Medium,741
pullin_22db_fm62p5_cp0p30,14.82000000,741,StateCommitted,LongLock,Medium,741
pullin_22db_fp0p0_cp0p30,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_22db_fp0p0_cp0p30,3.08000000,154,StateRequested,PullIn,Lock,155
pullin_22db_fp0p0_cp0p30,3.10000000,155,StateCommitted,PullIn,Lock,155
pullin_22db_fp0p0_cp0p30,3.10000000,155,TrackingReady,PullIn,Lock,155
pullin_22db_fp0p0_cp0p30,8.08000000,404,StateRequested,Lock,LongFast,405
pullin_22db_fp0p0_cp0p30,8.10000000,405,StateCommitted,Lock,LongFast,405
pullin_22db_fp0p0_cp0p30,11.28000000,564,StateRequested,LongFast,LongLock,565
pullin_22db_fp0p0_cp0p30,11.30000000,565,StateCommitted,LongFast,LongLock,565
pullin_22db_fp0p0_cp0p30,14.48000000,724,StateRequested,LongLock,Medium,725
pullin_22db_fp0p0_cp0p30,14.50000000,725,StateCommitted,LongLock,Medium,725
pullin_22db_fp62p5_cm0p3,1.52000000,76,SyncReady,PullIn,PullIn,76
pullin_22db_fp62p5_cm0p3,6.08000000,304,StateRequested,PullIn,Lock,305
pullin_22db_fp62p5_cm0p3,6.10000000,305,StateCommitted,PullIn,Lock,305
pullin_22db_fp62p5_cm0p3,6.10000000,305,TrackingReady,PullIn,Lock,305
pullin_22db_fp62p5_cm0p3,11.08000000,554,StateRequested,Lock,LongFast,555
pullin_22db_fp62p5_cm0p3,11.10000000,555,StateCommitted,Lock,LongFast,555
pullin_22db_fp62p5_cm0p3,14.28000000,714,StateRequested,LongFast,LongLock,715
pullin_22db_fp62p5_cm0p3,14.30000000,715,StateCommitted,LongFast,LongLock,715
pullin_22db_fp62p5_cm0p3,18.12000000,906,StateRequested,LongLock,Medium,907
pullin_22db_fp62p5_cm0p3,18.14000000,907,StateCommitted,LongLock,Medium,907
pullin_22db_fp62p5_cp0p0,1.32000000,66,SyncReady,PullIn,PullIn,66
pullin_22db_fp62p5_cp0p0,4.26000000,213,StateRequested,PullIn,Lock,214
pullin_22db_fp62p5_cp0p0,4.28000000,214,StateCommitted,PullIn,Lock,214
pullin_22db_fp62p5_cp0p0,4.28000000,214,TrackingReady,PullIn,Lock,214
pullin_22db_fp62p5_cp0p0,9.26000000,463,StateRequested,Lock,LongFast,464
pullin_22db_fp62p5_cp0p0,9.28000000,464,StateCommitted,Lock,LongFast,464
pullin_22db_fp62p5_cp0p0,13.10000000,655,StateRequested,LongFast,LongLock,656
pullin_22db_fp62p5_cp0p0,13.12000000,656,StateCommitted,LongFast,LongLock,656
pullin_22db_fp62p5_cp0p0,16.30000000,815,StateRequested,LongLock,Medium,816
pullin_22db_fp62p5_cp0p0,16.32000000,816,StateCommitted,LongLock,Medium,816
pullin_22db_fp62p5_cp0p30,1.42000000,71,SyncReady,PullIn,PullIn,71
pullin_22db_fp62p5_cp0p30,2.76000000,138,StateRequested,PullIn,Lock,139
pullin_22db_fp62p5_cp0p30,2.78000000,139,StateCommitted,PullIn,Lock,139
pullin_22db_fp62p5_cp0p30,2.78000000,139,TrackingReady,PullIn,Lock,139
pullin_22db_fp62p5_cp0p30,7.76000000,388,StateRequested,Lock,LongFast,389
pullin_22db_fp62p5_cp0p30,7.78000000,389,StateCommitted,Lock,LongFast,389
pullin_22db_fp62p5_cp0p30,10.96000000,548,StateRequested,LongFast,LongLock,549
pullin_22db_fp62p5_cp0p30,10.98000000,549,StateCommitted,LongFast,LongLock,549
pullin_22db_fp62p5_cp0p30,14.16000000,708,StateRequested,LongLock,Medium,709
pullin_22db_fp62p5_cp0p30,14.18000000,709,StateCommitted,LongLock,Medium,709
pullin_30db_fp62p5_cp0p30,1.10000000,55,SyncReady,PullIn,PullIn,55
pullin_30db_fp62p5_cp0p30,1.48000000,74,StateRequested,PullIn,Lock,75
pullin_30db_fp62p5_cp0p30,1.50000000,75,StateCommitted,PullIn,Lock,75
pullin_30db_fp62p5_cp0p30,1.50000000,75,TrackingReady,PullIn,Lock,75
pullin_30db_fp62p5_cp0p30,6.48000000,324,StateRequested,Lock,LongFast,325
pullin_30db_fp62p5_cp0p30,6.50000000,325,StateCommitted,Lock,LongFast,325
pullin_30db_fp62p5_cp0p30,9.68000000,484,StateRequested,LongFast,LongLock,485
pullin_30db_fp62p5_cp0p30,9.70000000,485,StateCommitted,LongFast,LongLock,485
pullin_30db_fp62p5_cp0p30,12.88000000,644,StateRequested,LongLock,Medium,645
pullin_30db_fp62p5_cp0p30,12.90000000,645,StateCommitted,LongLock,Medium,645
pullin_40db_fp62p5_cp0p30,1.08000000,54,SyncReady,PullIn,PullIn,54
pullin_40db_fp62p5_cp0p30,1.46000000,73,StateRequested,PullIn,Lock,74
pullin_40db_fp62p5_cp0p30,1.48000000,74,StateCommitted,PullIn,Lock,74
pullin_40db_fp62p5_cp0p30,1.48000000,74,TrackingReady,PullIn,Lock,74
pullin_40db_fp62p5_cp0p30,6.46000000,323,StateRequested,Lock,Strong,324
pullin_40db_fp62p5_cp0p30,6.48000000,324,StateCommitted,Lock,Strong,324
