scenario,time_s,frame_id,event,from_state,to_state,command_id
pullin_22db_fm62p5_cp0p30,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_22db_fm62p5_cp0p30,2.34000000,117,StateRequested,PullIn,Lock,118
pullin_22db_fm62p5_cp0p30,2.36000000,118,StateCommitted,PullIn,Lock,118
pullin_22db_fm62p5_cp0p30,2.36000000,118,TrackingReady,PullIn,Lock,118
pullin_22db_fm62p5_cp0p30,7.34000000,367,StateRequested,Lock,LongFast,368
pullin_22db_fm62p5_cp0p30,7.36000000,368,StateCommitted,Lock,LongFast,368
pullin_22db_fm62p5_cp0p30,10.54000000,527,StateRequested,LongFast,LongLock,528
pullin_22db_fm62p5_cp0p30,10.56000000,528,StateCommitted,LongFast,LongLock,528
pullin_22db_fm62p5_cp0p30,14.38000000,719,StateRequested,LongLock,Medium,720
pullin_22db_fm62p5_cp0p30,14.40000000,720,StateCommitted,LongLock,Medium,720
pullin_22db_fp0p0_cp0p30,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_22db_fp0p0_cp0p30,2.12000000,106,StateRequested,PullIn,Lock,107
pullin_22db_fp0p0_cp0p30,2.14000000,107,StateCommitted,PullIn,Lock,107
pullin_22db_fp0p0_cp0p30,2.14000000,107,TrackingReady,PullIn,Lock,107
pullin_22db_fp0p0_cp0p30,7.12000000,356,StateRequested,Lock,LongFast,357
pullin_22db_fp0p0_cp0p30,7.14000000,357,StateCommitted,Lock,LongFast,357
pullin_22db_fp0p0_cp0p30,10.32000000,516,StateRequested,LongFast,LongLock,517
pullin_22db_fp0p0_cp0p30,10.34000000,517,StateCommitted,LongFast,LongLock,517
pullin_22db_fp0p0_cp0p30,14.16000000,708,StateRequested,LongLock,Medium,709
pullin_22db_fp0p0_cp0p30,14.18000000,709,StateCommitted,LongLock,Medium,709
pullin_22db_fp62p5_cm0p3,1.28000000,64,SyncReady,PullIn,PullIn,64
pullin_22db_fp62p5_cm0p3,2.34000000,117,StateRequested,PullIn,Lock,118
pullin_22db_fp62p5_cm0p3,2.36000000,118,StateCommitted,PullIn,Lock,118
pullin_22db_fp62p5_cm0p3,2.36000000,118,TrackingReady,PullIn,Lock,118
pullin_22db_fp62p5_cm0p3,7.34000000,367,StateRequested,Lock,LongFast,368
pullin_22db_fp62p5_cm0p3,7.36000000,368,StateCommitted,Lock,LongFast,368
pullin_22db_fp62p5_cm0p3,10.54000000,527,StateRequested,LongFast,LongLock,528
pullin_22db_fp62p5_cm0p3,10.56000000,528,StateCommitted,LongFast,LongLock,528
pullin_22db_fp62p5_cm0p3,13.74000000,687,StateRequested,LongLock,Medium,688
pullin_22db_fp62p5_cm0p3,13.76000000,688,StateCommitted,LongLock,Medium,688
pullin_22db_fp62p5_cp0p0,1.10000000,55,SyncReady,PullIn,PullIn,55
pullin_22db_fp62p5_cp0p0,7.34000000,367,StateRequested,PullIn,Lock,368
pullin_22db_fp62p5_cp0p0,7.36000000,368,StateCommitted,PullIn,Lock,368
pullin_22db_fp62p5_cp0p0,7.36000000,368,TrackingReady,PullIn,Lock,368
pullin_22db_fp62p5_cp0p0,12.34000000,617,StateRequested,Lock,LongFast,618
pullin_22db_fp62p5_cp0p0,12.36000000,618,StateCommitted,Lock,LongFast,618
pullin_22db_fp62p5_cp0p0,16.18000000,809,StateRequested,LongFast,LongLock,810
pullin_22db_fp62p5_cp0p0,16.20000000,810,StateCommitted,LongFast,LongLock,810
pullin_22db_fp62p5_cp0p0,19.38000000,969,StateRequested,LongLock,Medium,970
pullin_22db_fp62p5_cp0p0,19.40000000,970,StateCommitted,LongLock,Medium,970
pullin_22db_fp62p5_cp0p30,0.56000000,28,SyncReady,PullIn,PullIn,28
pullin_22db_fp62p5_cp0p30,2.20000000,110,StateRequested,PullIn,Lock,111
pullin_22db_fp62p5_cp0p30,2.22000000,111,StateCommitted,PullIn,Lock,111
pullin_22db_fp62p5_cp0p30,2.22000000,111,TrackingReady,PullIn,Lock,111
pullin_22db_fp62p5_cp0p30,7.26000000,363,StateRequested,Lock,LongFast,364
pullin_22db_fp62p5_cp0p30,7.28000000,364,StateCommitted,Lock,LongFast,364
pullin_22db_fp62p5_cp0p30,10.46000000,523,StateRequested,LongFast,LongLock,524
pullin_22db_fp62p5_cp0p30,10.48000000,524,StateCommitted,LongFast,LongLock,524
pullin_22db_fp62p5_cp0p30,13.66000000,683,StateRequested,LongLock,Medium,684
pullin_22db_fp62p5_cp0p30,13.68000000,684,StateCommitted,LongLock,Medium,684
pullin_30db_fp62p5_cp0p30,1.08000000,54,SyncReady,PullIn,PullIn,54
pullin_30db_fp62p5_cp0p30,1.46000000,73,StateRequested,PullIn,Lock,74
pullin_30db_fp62p5_cp0p30,1.48000000,74,StateCommitted,PullIn,Lock,74
pullin_30db_fp62p5_cp0p30,1.48000000,74,TrackingReady,PullIn,Lock,74
pullin_30db_fp62p5_cp0p30,6.46000000,323,StateRequested,Lock,LongFast,324
pullin_30db_fp62p5_cp0p30,6.48000000,324,StateCommitted,Lock,LongFast,324
pullin_30db_fp62p5_cp0p30,9.66000000,483,StateRequested,LongFast,LongLock,484
pullin_30db_fp62p5_cp0p30,9.68000000,484,StateCommitted,LongFast,LongLock,484
pullin_30db_fp62p5_cp0p30,12.86000000,643,StateRequested,LongLock,Medium,644
pullin_30db_fp62p5_cp0p30,12.88000000,644,StateCommitted,LongLock,Medium,644
pullin_40db_fp62p5_cp0p30,1.08000000,54,SyncReady,PullIn,PullIn,54
pullin_40db_fp62p5_cp0p30,1.46000000,73,StateRequested,PullIn,Lock,74
pullin_40db_fp62p5_cp0p30,1.48000000,74,StateCommitted,PullIn,Lock,74
pullin_40db_fp62p5_cp0p30,1.48000000,74,TrackingReady,PullIn,Lock,74
pullin_40db_fp62p5_cp0p30,6.46000000,323,StateRequested,Lock,Strong,324
pullin_40db_fp62p5_cp0p30,6.48000000,324,StateCommitted,Lock,Strong,324
